Title,Authors,Date,Pureportal,Pub Link
The consequences of a refund in threshold public good games,,Sep 2015,,https://pureportal.coventry.ac.uk/en/publications/the-consequences-of-a-refund-in-threshold-public-good-games
The Corporate Social Responsibility of Accounting Firms: A Comparison Study between China and South Africa,,2015,,https://pureportal.coventry.ac.uk/en/publications/the-corporate-social-responsibility-of-accounting-firms-a-compari
The credit signals that matter most for sovereign bond spreads with split rating,,May 2015,,https://pureportal.coventry.ac.uk/en/publications/the-credit-signals-that-matter-most-for-sovereign-bond-spreads-wi
The duration analysis of structural breaks: is stability destabilizing?,"Park, J. S.",2015,https://pureportal.coventry.ac.uk/en/persons/jin-suk-park,https://pureportal.coventry.ac.uk/en/publications/the-duration-analysis-of-structural-breaks-is-stability-destabili-2
The economy wide impact of HIV/AIDS and the funding dilemma in Africa: Evidence from a dynamic life cycle horizon of Uganda,"Kabajulizi, J.",Sep 2015,https://pureportal.coventry.ac.uk/en/persons/judith-kabajulizi,https://pureportal.coventry.ac.uk/en/publications/the-economy-wide-impact-of-hivaids-and-the-funding-dilemma-in-afr
"The effects of exchange rate volatility on sectoral exports evidence from Sweden, UK, and Germany","Serenis, D.",2015,https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-exchange-rate-volatility-on-sectoral-exports-evide-2
The Effects of Exchange Rate Volatility On Tourist Flows: Evidence From The UK And Sweden,"Serenis, D.",2015,https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-exchange-rate-volatility-on-tourist-flows-evidence-2
The impact of profitability on capital structure and speed of adjustment: An empirical examination of selected firms in Nigerian Stock Exchange,"Oino, I.",30 Sep 2015,https://pureportal.coventry.ac.uk/en/persons/isaiah-oino,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-profitability-on-capital-structure-and-speed-of-adj
The Incremental Effect of Education on Corruption: Evidence of Synergy from Lifelong Learning,,2015,,https://pureportal.coventry.ac.uk/en/publications/the-incremental-effect-of-education-on-corruption-evidence-of-syn-2
The late 1970s to 1980s: Economic Problems and the United States,"Luu, L.",Apr 2015,https://pureportal.coventry.ac.uk/en/persons/lien-luu,https://pureportal.coventry.ac.uk/en/publications/the-late-1970s-to-1980s-economic-problems-and-the-united-states
The Management of Refinancing Risk in Islamic Banks,"Baldwin, K.",17 Aug 2015,https://pureportal.coventry.ac.uk/en/persons/ken-baldwin,https://pureportal.coventry.ac.uk/en/publications/the-management-of-refinancing-risk-in-islamic-banks-2
Time Varying Correlation between Islamic Equity and Commodity Returns: Implications for Portfolio Diversification,"Kabir, S.",2015,https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir,https://pureportal.coventry.ac.uk/en/publications/time-varying-correlation-between-islamic-equity-and-commodity-ret
Accounting for corporate environmental (CER) in emerging economies: The case study of Nigeria,"Noah, A.",14 Apr 2014,https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah,https://pureportal.coventry.ac.uk/en/publications/accounting-for-corporate-environmental-cer-in-emerging-economies-
A model of the Eurosystem's operational framework and the euro overnight interbank market,,1 Jun 2014,,https://pureportal.coventry.ac.uk/en/publications/a-model-of-the-eurosystems-operational-framework-and-the-euro-ove
Are Islamic Equity Indices More Efficient Than Their Conventional Counterparts? Evidence From Major Global Index Families,"Kabir, S.",30 Jun 2014,https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir,https://pureportal.coventry.ac.uk/en/publications/are-islamic-equity-indices-more-efficient-than-their-conventional
"Bank capital regulation, loan contracts, and corporate investment",,1 May 2014,,https://pureportal.coventry.ac.uk/en/publications/bank-capital-regulation-loan-contracts-and-corporate-investment
Business Case for Corporate Social Responsibility In Emerging Economies? An Exploratory Empirical Study of The South African Business Context.,,2014,,https://pureportal.coventry.ac.uk/en/publications/business-case-for-corporate-social-responsibility-in-emerging-eco
Can FDI be a Panacea for Unemployment? The Turkish Case,"Hisarciklilar, M.",6 Mar 2014,https://pureportal.coventry.ac.uk/en/persons/mehtap-hisarciklilar,https://pureportal.coventry.ac.uk/en/publications/can-fdi-be-a-panacea-for-unemployment-the-turkish-case
Corporate governance: Brazilian specifics,,2014,,https://pureportal.coventry.ac.uk/en/publications/corporate-governance-brazilian-specifics
Detecting Asset Misappropriation: A Framework for External Auditors,,2014,,https://pureportal.coventry.ac.uk/en/publications/detecting-asset-misappropriation-a-framework-for-external-auditor
Disagreement between rating agencies and bond opacity: A theoretical perspective,,1 Apr 2014,,https://pureportal.coventry.ac.uk/en/publications/disagreement-between-rating-agencies-and-bond-opacity-a-theoretic
Does Exchange Rate Variation Effect African Trade Flows?,"Serenis, D.",6 Nov 2014,https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis,https://pureportal.coventry.ac.uk/en/publications/does-exchange-rate-variation-effect-african-trade-flows-2
Does Mood Explain the Monday Effect?,,Sep 2014,,https://pureportal.coventry.ac.uk/en/publications/does-mood-explain-the-monday-effect
Effects of Changing Weather Patterns on the Trade of Major Food Crops,,2014,,https://pureportal.coventry.ac.uk/en/publications/effects-of-changing-weather-patterns-on-the-trade-of-major-food-c
"Employee Productivity, Employment Growth, and the Cross‐Border Acquisitions by Emerging Market Firms",,31 Jul 2014,,https://pureportal.coventry.ac.uk/en/publications/employee-productivity-employment-growth-and-the-crossborder-acqui
Environmental Regulation and Location of Industrialized Agricultural Production in Europe,"Mulatu, A.",1 Aug 2014,https://pureportal.coventry.ac.uk/en/persons/abay-mulatu,https://pureportal.coventry.ac.uk/en/publications/environmental-regulation-and-location-of-industrialized-agricultu-2
Exchange Rate Volatility and Aggregate Exports: Evidence from Two Small Countries,"Serenis, D.",2014,https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis,https://pureportal.coventry.ac.uk/en/publications/exchange-rate-volatility-and-aggregate-exports-evidence-from-two--2
Exchange Rate Volatility and Tourist Flows into Turkey,"Serenis, D.",1 Dec 2014,https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis,https://pureportal.coventry.ac.uk/en/publications/exchange-rate-volatility-and-tourist-flows-into-turkey-2
Expansionary Fiscal Consolidations: Theoretical Underpinnings and their Implications for the Eurozone,,2 Jun 2014,,https://pureportal.coventry.ac.uk/en/publications/expansionary-fiscal-consolidations-theoretical-underpinnings-and-
Finance and Growth: Modern Interpretations of the Thoughts of Schumpeter,"Lauretta, E.",2014,https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta,https://pureportal.coventry.ac.uk/en/publications/finance-and-growth-modern-interpretations-of-the-thoughts-of-schu
How do Heterogeneous Beliefs drive the Cross-Section of Stock Return Volatilities and Correlations and Turnover Volatilities,,2014,,https://pureportal.coventry.ac.uk/en/publications/how-do-heterogeneous-beliefs-drive-the-cross-section-of-stock-ret
Identifying Causes for the Failure of Salaam Halal Insurance,,2014,,https://pureportal.coventry.ac.uk/en/publications/identifying-causes-for-the-failure-of-salaam-halal-insurance
"Interest Rates, Target Markets and Sustainability in Microfinance",,2014,,https://pureportal.coventry.ac.uk/en/publications/interest-rates-target-markets-and-sustainability-in-microfinance-2
Investor induced contagion during the banking and European sovereign debt crisis of 2007-2012: wealth effect or portfolio rebalancing?,"Santamaria, D.",Dec 2014,https://pureportal.coventry.ac.uk/en/persons/daniel-santamaria,https://pureportal.coventry.ac.uk/en/publications/investor-induced-contagion-during-the-banking-and-european-sovere
Is Domestic Stock Price Cointegrated with Exchange rate and Foreign Stock Price? Evidence from Malaysia,"Kabir, S.",2014,https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir,https://pureportal.coventry.ac.uk/en/publications/is-domestic-stock-price-cointegrated-with-exchange-rate-and-forei
Islamic Equity Indices: Insight and Comparison with Conventional Counterparts,"Kabir, S.",5 May 2014,https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir,https://pureportal.coventry.ac.uk/en/publications/islamic-equity-indices-insight-and-comparison-with-conventional-c
Mergers and acquisitions and cash payments: Evidence from China,"Muganhu, C.",2014,https://pureportal.coventry.ac.uk/en/persons/christopher-muganhu,https://pureportal.coventry.ac.uk/en/publications/mergers-and-acquisitions-and-cash-payments-evidence-from-china
"Perceptions among South African professional accounting students of self, job attractiveness and academic reputation",,2014,,https://pureportal.coventry.ac.uk/en/publications/perceptions-among-south-african-professional-accounting-students-
Political uncertainty and stock market volatility in the Middle East and North African (MENA) countries,"Wang, J.",5 Jan 2014,https://pureportal.coventry.ac.uk/en/persons/jun-wang,https://pureportal.coventry.ac.uk/en/publications/political-uncertainty-and-stock-market-volatility-in-the-middle-e-2
Residential Electricity Pricing in China,,2014,,https://pureportal.coventry.ac.uk/en/publications/residential-electricity-pricing-in-china
Shari’ah compliance in Islamic banking: An empirical study on selected Islamic banks in Bangladesh,"Ullah, H.",15 Mar 2014,https://pureportal.coventry.ac.uk/en/persons/hafij-ullah,https://pureportal.coventry.ac.uk/en/publications/shariah-compliance-in-islamic-banking-an-empirical-study-on-selec
Social interaction,"Wang, Y.",2014,https://pureportal.coventry.ac.uk/en/persons/tori-wang,https://pureportal.coventry.ac.uk/en/publications/social-interaction
Stock liquidity and capital allocation efficiency: Evidence from Chinese listed companies,,2014,,https://pureportal.coventry.ac.uk/en/publications/stock-liquidity-and-capital-allocation-efficiency-evidence-from-c
Stock Price and Volume Effects Associated with Changes in the Composition of the FTSE Bursa Malaysian KLCI,"Abd Karim, M. N.",11 Feb 2014,https://pureportal.coventry.ac.uk/en/persons/mohamad-nazri-abd-karim,https://pureportal.coventry.ac.uk/en/publications/stock-price-and-volume-effects-associated-with-changes-in-the-com
The determinants of capital structure: A comparison of financial and non-financial firms in a regulated developing country–Nigeria,"Oino, I.",26 Aug 2014,https://pureportal.coventry.ac.uk/en/persons/isaiah-oino,https://pureportal.coventry.ac.uk/en/publications/the-determinants-of-capital-structure-a-comparison-of-financial-a
The impact of foreign bank entry on domestic banking in a developing country the Kenyan perspective,"Oino, I.",20 Jun 2014,https://pureportal.coventry.ac.uk/en/persons/isaiah-oino,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-foreign-bank-entry-on-domestic-banking-in-a-develop
THE IMPACT OF THE HELLENIC OPEN UNIVERISTY ON REGIONAL DEVELOPMENT,"Serenis, D.",2014,https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-the-hellenic-open-univeristy-on-regional-developmen-2
The macroeconomic and environmental determinants of private equity in emerging Asia market: The application of extreme bounds analysis,"Oino, I.",30 Sep 2014,https://pureportal.coventry.ac.uk/en/persons/isaiah-oino,https://pureportal.coventry.ac.uk/en/publications/the-macroeconomic-and-environmental-determinants-of-private-equit
"The Rate of Profit, Financialisation and Economic Growth: A theoretical and empirical investigation of the Nigerian Economy","Udeogu, E.",2014,https://pureportal.coventry.ac.uk/en/persons/ejike-udeogu,https://pureportal.coventry.ac.uk/en/publications/the-rate-of-profit-financialisation-and-economic-growth-a-theoret
"""Virtuous"" To ""Bad"" Cycles in the Finance-Growth Relationship","Lauretta, E.",2014,https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta,https://pureportal.coventry.ac.uk/en/publications/virtuous-to-bad-cycles-in-the-finance-growth-relationship
‘I have no idea of British humour’: How 39 Chinese students accounted for their incomprehension of humour in British academic lectures,"Wang, Y.",2014,https://pureportal.coventry.ac.uk/en/persons/tori-wang,https://pureportal.coventry.ac.uk/en/publications/i-have-no-idea-of-british-humour-how-39-chinese-students-accounte
Accounting for corporate environmental responsibility in emerging economies: The study from Nigeria,"Noah, A.",9 Apr 2013,https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah,https://pureportal.coventry.ac.uk/en/publications/accounting-for-corporate-environmental-responsibility-in-emerging
An Analysis of the Response to Corporate Unbundling Announcements on the Johannesburg Security Exchange,,2013,,https://pureportal.coventry.ac.uk/en/publications/an-analysis-of-the-response-to-corporate-unbundling-announcements
A prospect of making a difference? Management’s ethical freedom in corporate social responsibility utilizations:A conceptual model,,2013,,https://pureportal.coventry.ac.uk/en/publications/a-prospect-of-making-a-difference-managements-ethical-freedom-in-
"Armed Conflict, Terrorism, and the Allocation of Foreign Aid","Lis, P.",2013,https://pureportal.coventry.ac.uk/en/persons/piotr-lis,https://pureportal.coventry.ac.uk/en/publications/armed-conflict-terrorism-and-the-allocation-of-foreign-aid
Do company directors underestimate the adoption of corporate governance provisions? A survey approach.,"Owusu, A.",30 Nov 2013,https://pureportal.coventry.ac.uk/en/persons/andrews-owusu,https://pureportal.coventry.ac.uk/en/publications/do-company-directors-underestimate-the-adoption-of-corporate-gove
"Dono, Mercati e Innovazione: la virtù di una sana crescita economica","Lauretta, E.",2013,https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta,https://pureportal.coventry.ac.uk/en/publications/dono-mercati-e-innovazione-la-virt%C3%B9-di-una-sana-crescita-economic
Ensuring sustainable corporate governance and financial reporting: essential tools for improved user confidence,"Noah, A.",1 Jan 2013,https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah,https://pureportal.coventry.ac.uk/en/publications/ensuring-sustainable-corporate-governance-and-financial-reporting
Evaluating Public Confidence in Policing Services; A New Decision Support Tool,,2013,,https://pureportal.coventry.ac.uk/en/publications/evaluating-public-confidence-in-policing-services-a-new-decision-
Finance and Growth: Understanding the Switch from “Virtuous” To “Bad” Cycles in the Finance-Growth Relationship,"Lauretta, E.",2013,https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta,https://pureportal.coventry.ac.uk/en/publications/finance-and-growth-understanding-the-switch-from-virtuous-to-bad-
International Portfolio Diversification and the 2007 Financial Crisis,,2013,,https://pureportal.coventry.ac.uk/en/publications/international-portfolio-diversification-and-the-2007-financial-cr
Mimetic isomorphism and decoupling: Legitimacy theory as an explanation for Matric pass rates.,,2013,,https://pureportal.coventry.ac.uk/en/publications/mimetic-isomorphism-and-decoupling-legitimacy-theory-as-an-explan
Modelling Long-run Money Demand: A Panel Data Analysis on Nine Developed Economies,,2013,,https://pureportal.coventry.ac.uk/en/publications/modelling-long-run-money-demand-a-panel-data-analysis-on-nine-dev
On the prisoner's dilemma in R&D with input spillovers and incentives for R&D cooperation,,Nov 2013,,https://pureportal.coventry.ac.uk/en/publications/on-the-prisoners-dilemma-in-rampd-with-input-spillovers-and-incen
Policy proposal on Finance and Growth Relationship: Understanding the switch from ‘Virtuous’ to ‘Bad’ Cycles,"Lauretta, E.",2013,https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta,https://pureportal.coventry.ac.uk/en/publications/policy-proposal-on-finance-and-growth-relationship-understanding-
Presentation in the international workshop on economic sciences with heterogeneous interacting agents (WEHIA),"Lauretta, E.",23 Jun 2013,https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta,https://pureportal.coventry.ac.uk/en/publications/presentation-in-the-international-workshop-on-economic-sciences-w
Protection of [Dis] Information Bill,,2013,,https://pureportal.coventry.ac.uk/en/publications/protection-of-dis-information-bill
State ownership and firm performance: Empirical evidence from Chinese listed companies,"Yu, M.",2013,https://pureportal.coventry.ac.uk/en/persons/mei-yu,https://pureportal.coventry.ac.uk/en/publications/state-ownership-and-firm-performance-empirical-evidence-from-chin-2
The effects of strikes in the South African gold mining industry on shareholder value,,19 Jul 2013,,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-strikes-in-the-south-african-gold-mining-industry-
"The Good, the bad and the ugly: Does attending accounting lectures affect academic performance?.",,2013,,https://pureportal.coventry.ac.uk/en/publications/the-good-the-bad-and-the-ugly-does-attending-accounting-lectures-
Türkiye'de sanayileşmenin bir bileşeni olarak doğrudan yabancı yatırım ve dış ticaret ilişkisi,"Hisarciklilar, M.",2013,https://pureportal.coventry.ac.uk/en/persons/mehtap-hisarciklilar,https://pureportal.coventry.ac.uk/en/publications/the-relationship-between-foreign-direct-investment-and-internatio
Values constraints to knowledge and learning as research productivity:  an exploratory study of university academics,,2013,,https://pureportal.coventry.ac.uk/en/publications/values-constraints-to-knowledge-and-learning-as-research-producti
Video Recorded Lectures Enhancing the Student Learning Experience,,2013,,https://pureportal.coventry.ac.uk/en/publications/video-recorded-lectures-enhancing-the-student-learning-experience
A disclosure matrix for measuring the quality of corporate online reporting,"Saleh, A.",2012,https://pureportal.coventry.ac.uk/en/persons/ahmed-saleh,https://pureportal.coventry.ac.uk/en/publications/a-disclosure-matrix-for-measuring-the-quality-of-corporate-online
De-risking transport-oriented development regeneration,"Huston, S.",1 Mar 2012,https://pureportal.coventry.ac.uk/en/persons/simon-huston,https://pureportal.coventry.ac.uk/en/publications/de-risking-transport-oriented-development-regeneration
Earnings Management and Financial Reporting Fraud:  Can External Auditors Spot the Difference?,,2012,,https://pureportal.coventry.ac.uk/en/publications/earnings-management-and-financial-reporting-fraud-can-external-au
Effects of Perceptions of Actual and Expected Corporate Social Performance on Propensity to Purchase: interrogating the Business Case Strategy,,2012,,https://pureportal.coventry.ac.uk/en/publications/effects-of-perceptions-of-actual-and-expected-corporate-social-pe
Financial Reporting Fraud: Are External Auditors and Standards’ Setters Doing Enough?,,2012,,https://pureportal.coventry.ac.uk/en/publications/financial-reporting-fraud-are-external-auditors-and-standards-set
Il Sistema Democratico E Politico Come È E Come Dovrebbe Essere,"Lauretta, E.",2012,https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta,https://pureportal.coventry.ac.uk/en/publications/il-sistema-democratico-e-politico-come-%C3%A8-e-come-dovrebbe-essere
Innovation as a determinant of service excellence in banking,"Sekhon, H.,Tanna, S.",Aug 2012,"https://pureportal.coventry.ac.uk/en/persons/harjit-sekhon,https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna",https://pureportal.coventry.ac.uk/en/publications/innovation-as-a-determinant-of-service-excellence-in-banking
Parks as business opportunities and development strategies,"Hosseini, M.",9 Mar 2012,https://pureportal.coventry.ac.uk/en/persons/mehdi-hosseini,https://pureportal.coventry.ac.uk/en/publications/parks-as-business-opportunities-and-development-strategies
"Student Aspiration Factors, University Reputation and the Entry Standards to UK Universities","Ayoubi, R.",1 Oct 2012,https://pureportal.coventry.ac.uk/en/persons/rami-ayoubi,https://pureportal.coventry.ac.uk/en/publications/student-aspiration-factors-university-reputation-and-the-entry-st
The effectiveness of film in experiential learning: An investigation of university accounting students understanding of key auditing control concepts,,2012,,https://pureportal.coventry.ac.uk/en/publications/the-effectiveness-of-film-in-experiential-learning-an-investigati
The New Fraud Triangle Model,,2012,,https://pureportal.coventry.ac.uk/en/publications/the-new-fraud-triangle-model
"What do students learn from a classroom experiment: Not much, unless they write a report on it",,2012,,https://pureportal.coventry.ac.uk/en/publications/what-do-students-learn-from-a-classroom-experiment-not-much-unles
Auditor independence and reforms of non-audit services: Evidence from the UK,,15 Sep 2011,,https://pureportal.coventry.ac.uk/en/publications/auditor-independence-and-reforms-of-non-audit-services-evidence-f
"Corruption, inflation and growth",,Dec 2011,,https://pureportal.coventry.ac.uk/en/publications/corruption-inflation-and-growth
Disease in Eldorado,"Huston, S.",6 Jan 2011,https://pureportal.coventry.ac.uk/en/persons/simon-huston,https://pureportal.coventry.ac.uk/en/publications/disease-in-eldorado
I beni culturali e la creatività artistica come attrattori turistici. Il caso Zeffirelli per l’arena di Verona,"Lauretta, E.",1 Jan 2011,https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta,https://pureportal.coventry.ac.uk/en/publications/i-beni-culturali-e-la-creativit%C3%A0-artistica-come-attrattori-turist
Impact of Selected Historical Events on the Income-Based Distribution of Terrorism. From the Rise of Fundamentalist Terrorism to the Iraq War,"Lis, P.",12 Sep 2011,https://pureportal.coventry.ac.uk/en/persons/piotr-lis,https://pureportal.coventry.ac.uk/en/publications/impact-of-selected-historical-events-on-the-income-based-distribu
L’impatto delle produzioni cinematografiche sul turismo: Il caso del commissario Montalbano per la provincia di Ragusa,"Lauretta, E.",Nov 2011,https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta,https://pureportal.coventry.ac.uk/en/publications/limpatto-delle-produzioni-cinematografiche-sul-turismo-il-caso-de
Marketing for higher education institutions: determinants of customers’ satisfaction at a Syrian Business School: Determinants of customers’ satisfaction at a Syrian Business School,"Ayoubi, R.",12 Apr 2011,https://pureportal.coventry.ac.uk/en/persons/rami-ayoubi,https://pureportal.coventry.ac.uk/en/publications/marketing-for-higher-education-institutions-determinants-of-custo
Microfinance banks and the economics empowerment of the small and medium scale enterpreneurs in Kwara State of Nigeria,"Noah, A.",Dec 2011,https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah,https://pureportal.coventry.ac.uk/en/publications/microfinance-banks-and-the-economics-empowerment-of-the-small-and
"Option Theory, Time Diversification, and Index Funds",,2011,,https://pureportal.coventry.ac.uk/en/publications/option-theory-time-diversification-and-index-funds
South African Managerial Perceptions Of The Net Benefits Of Foreign Stock Listings.,,2011,,https://pureportal.coventry.ac.uk/en/publications/south-african-managerial-perceptions-of-the-net-benefits-of-forei
Student aspiration factors and university reputation: The main internal capabilities affecting the entry standards to UK universities,,12 Apr 2011,,https://pureportal.coventry.ac.uk/en/publications/student-aspiration-factors-and-university-reputation-the-main-int
The Case for Using a Movie to Teach a large Auditing Class,,2011,,https://pureportal.coventry.ac.uk/en/publications/the-case-for-using-a-movie-to-teach-a-large-auditing-class
The effects of variations in the implementation of a stepwise managerial strategic crisis model and corporate reputation capital on post-crisis share price values:  A qualitative and quantitative analysis of specific South African companies,,2011,,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-variations-in-the-implementation-of-a-stepwise-man
A South African study comparing the effectiveness of computer-based learning materials and face-to-face teaching,,2010,,https://pureportal.coventry.ac.uk/en/publications/a-south-african-study-comparing-the-effectiveness-of-computer-bas
Corporate Social Responsibility (CSR) and its Marketing Motivations: An Empirical Test of the Syrian Private Sector,,7 Oct 2010,,https://pureportal.coventry.ac.uk/en/publications/corporate-social-responsibility-csr-and-its-marketing-motivations
"Debt-Growth Channels, an Empirical Evaluation of the Developing countries",,2010,,https://pureportal.coventry.ac.uk/en/publications/debt-growth-channels-an-empirical-evaluation-of-the-developing-co
Elementi di statistica descrittiva,,9 Jul 2010,,https://pureportal.coventry.ac.uk/en/publications/elementi-di-statistica-descrittiva
Formal versus informal labor market segmentation in Turkey in the course of market liberalization,"Hisarciklilar, M.",2010,https://pureportal.coventry.ac.uk/en/persons/mehtap-hisarciklilar,https://pureportal.coventry.ac.uk/en/publications/formal-versus-informal-labor-market-segmentation-in-turkey-in-the
Income-Based Distribution of Terrorism,"Lis, P.",2010,https://pureportal.coventry.ac.uk/en/persons/piotr-lis,https://pureportal.coventry.ac.uk/en/publications/income-based-distribution-of-terrorism
Islamic Banking – How does it work?,,2010,,https://pureportal.coventry.ac.uk/en/publications/islamic-banking-how-does-it-work
R&D with spillovers: Monopoly versus noncooperative and cooperative duopoly,,16 Dec 2010,,https://pureportal.coventry.ac.uk/en/publications/rampd-with-spillovers-monopoly-versus-noncooperative-and-cooperat
The evolution of residential property price premia in a metropolis: Reconstitution or contamination?,"Huston, S.",2010,https://pureportal.coventry.ac.uk/en/persons/simon-huston,https://pureportal.coventry.ac.uk/en/publications/the-evolution-of-residential-property-price-premia-in-a-metropoli
The role of development banking in promoting industrialization in Turkey,"Hisarciklilar, M.",2010,https://pureportal.coventry.ac.uk/en/persons/mehtap-hisarciklilar,https://pureportal.coventry.ac.uk/en/publications/the-role-of-development-banking-in-promoting-industrialization-in
An Evaluation of financial fraud control in Nierian Universities: A case study of University of Iloin,"Noah, A.",1 Dec 2009,https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah,https://pureportal.coventry.ac.uk/en/publications/an-evaluation-of-financial-fraud-control-in-nierian-universities-
Asymmetric Response: Explaining Corporate Social Disclosure by Multi-National Firms in Environmentally Sensitive Industries,,4 Apr 2009,,https://pureportal.coventry.ac.uk/en/publications/asymmetric-response-explaining-corporate-social-disclosure-by-mul
Compensation consultants and executive pay: evidence from the United States and the United Kingdom,"Sadler, G.",Feb 2009,https://pureportal.coventry.ac.uk/en/persons/graham-sadler,https://pureportal.coventry.ac.uk/en/publications/compensation-consultants-and-executive-pay-evidence-from-the-unit-2
Corporate social reporting practice: Evidence from listed companies in Bangladesh,,2009,,https://pureportal.coventry.ac.uk/en/publications/corporate-social-reporting-practice-evidence-from-listed-companie
Corporate Social Responsibility: The Disclosure of World Oil Industry,,4 Jun 2009,,https://pureportal.coventry.ac.uk/en/publications/corporate-social-responsibility-the-disclosure-of-world-oil-indus
Cost efficiency analysis in banking industries of ten Asian countries and regions,"Liao, H.",2009,https://pureportal.coventry.ac.uk/en/persons/hailin-liao,https://pureportal.coventry.ac.uk/en/publications/cost-efficiency-analysis-in-banking-industries-of-ten-asian-count-2
Cultural shock or shocking culture: An exploration of the main obstacles encountering Syrian newly returned academic staff from abroad,"Ayoubi, R.",31 May 2009,https://pureportal.coventry.ac.uk/en/persons/rami-ayoubi,https://pureportal.coventry.ac.uk/en/publications/cultural-shock-or-shocking-culture-an-exploration-of-the-main-obs
"Impact of four major macroeconomic variables on the stock market indices in Malaysia, China and U.S.","Hosseini, M.",2009,https://pureportal.coventry.ac.uk/en/persons/mehdi-hosseini,https://pureportal.coventry.ac.uk/en/publications/impact-of-four-major-macroeconomic-variables-on-the-stock-market-
Islamic banking: a study of customer satisfaction and preferences in non-Islamic countries,,2 Nov 2009,,https://pureportal.coventry.ac.uk/en/publications/islamic-banking-a-study-of-customer-satisfaction-and-preferences-
National Attempts confronting globalisation of higher education: The case of the Syrian National Standard Medical Test,,16 Nov 2009,,https://pureportal.coventry.ac.uk/en/publications/national-attempts-confronting-globalisation-of-higher-education-t
Risk Management Strategies to Maintain Corporate Reputation,,2009,,https://pureportal.coventry.ac.uk/en/publications/risk-management-strategies-to-maintain-corporate-reputation
Role of Islamic mortgage in the UK,,2 Nov 2009,,https://pureportal.coventry.ac.uk/en/publications/role-of-islamic-mortgage-in-the-uk
"Stay Silent! Political Connectedness, Silence and Corporate Governance Disclosure",,31 May 2009,,https://pureportal.coventry.ac.uk/en/publications/stay-silent-political-connectedness-silence-and-corporate-governa
Threshold Effects in Debt-Growth Relationships,,2009,,https://pureportal.coventry.ac.uk/en/publications/threshold-effects-in-debt-growth-relationships
"Türkiye'den Çıkan Doğrudan Yatırımları Belirleyen Etmenler, 1992-2005","Hisarciklilar, M.",1 Jul 2009,https://pureportal.coventry.ac.uk/en/persons/mehtap-hisarciklilar,https://pureportal.coventry.ac.uk/en/publications/factors-determining-the-direct-investment-from-turkey-1992-2005
Corporate social reporting practice: evidence from listed companies from a developing economy,,2008,,https://pureportal.coventry.ac.uk/en/publications/corporate-social-reporting-practice-evidence-from-listed-companie-2
Measuring quality in higher education: can a performance indicator approach be extended to identifying the quality of students' union provision?,,Apr 2008,,https://pureportal.coventry.ac.uk/en/publications/measuring-quality-in-higher-education-can-a-performance-indicator-2
An investigation into the application of economics threshold concepts using WinEcon via a VLE for business students,,7 Sep 2007,,https://pureportal.coventry.ac.uk/en/publications/an-investigation-into-the-application-of-economics-threshold-conc
An investigation into the main internal capabilities affecting the entry standards to UK universities: A quantitative analysis,"Ayoubi, R.",14 Mar 2007,https://pureportal.coventry.ac.uk/en/persons/rami-ayoubi,https://pureportal.coventry.ac.uk/en/publications/an-investigation-into-the-main-internal-capabilities-affecting-th
An investigation into the measurement of the quality in student unions: a quantitative analysis of eleven student unions,,2007,,https://pureportal.coventry.ac.uk/en/publications/an-investigation-into-the-measurement-of-the-quality-in-student-u-2
Determinants of acquisitions in the EU commercial banking industry: an empirical investigation of banks’ financial characteristics and market conditions,"Tanna, S.",2007,https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna,https://pureportal.coventry.ac.uk/en/publications/determinants-of-acquisitions-in-the-eu-commercial-banking-industr-2
